"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"
"B0511.17"	91	109	71	64	41	59	40	27	61	83	63	53
"B0511.19"	287	182	117	80	134	99	73	47	111	110	81	80
"B0511.2"	0	1	0	0	0	0	0	0	0	0	1	0
"B0511.3"	667	213	11	14	21	9	9	4	12	24	11	6
"B0511.4"	72	32	7	5	1	2	5	3	3	3	2	2
"B0511.5"	36	11	9	6	17	11	5	11	49	24	17	5
"B0511.6"	265	188	104	99	158	95	73	72	135	157	102	88
"B0511.7"	183	111	54	43	80	59	47	37	76	70	42	49
"B0511.8.2"	641	547	307	250	382	286	220	163	448	312	254	231
"B0511.9d"	44	19	6	6	32	7	6	4	17	10	10	7
"B0513.1c"	48	52	20	15	31	25	16	7	30	31	17	15
"B0513.2b.2"	147	74	45	23	109	31	18	11	62	42	24	24
"B0513.3a"	0	4	1	1	4	2	0	2	2	2	1	1
"B0513.4a"	2	3	1	3	0	2	6	1	5	12	10	5
"B0513.6"	27	12	13	7	5	17	16	9	18	28	23	23
"B0513.t1"	13	3	1	0	14	1	1	0	0	1	2	1
"B0523.1"	6	4	5	1	4	6	1	1	0	1	6	2
"B0523.3"	165	138	88	60	106	85	46	47	122	107	79	58
"B0523.5"	1030	822	364	245	474	320	243	187	448	391	276	244
"B0524.10"	0	0	0	0	0	1	0	0	0	0	0	0
"B0524.2"	2	0	0	0	1	0	0	0	1	0	0	0
"B0524.3"	2	1	4	1	0	5	4	3	1	2	6	3
"B0524.4"	2	5	2	0	5	0	1	0	1	1	0	1
"B0524.5"	9	4	4	3	2	2	1	1	4	2	1	1
"B0524.6"	36	19	4	6	34	10	7	8	12	21	15	5
"B0545.1b.2"	102	36	24	14	69	31	19	11	19	18	16	8
"B0545.3"	0	0	1	0	0	0	0	0	0	0	0	0
"B0545.4.2"	11	8	4	5	5	4	2	3	6	6	13	4
"B0546.1.2"	73	48	32	18	26	19	7	12	27	14	16	9
"B0546.2b.3"	9	15	11	6	12	9	4	3	11	15	5	2
"B0546.3c"	123	87	53	55	84	73	38	41	81	91	47	42
"B0546.4c.3"	51	25	18	14	23	6	14	11	18	12	12	28
"B0547.1"	444	272	147	125	244	147	101	89	183	182	137	115
"B0547.5"	1	0	0	0	0	0	0	0	0	0	0	0
"B0554.2"	0	0	1	0	1	0	0	1	0	0	0	0
"B0554.4"	16	15	5	9	7	13	6	8	24	18	16	16
"B0554.5"	0	0	2	1	1	0	0	1	0	1	0	0
"B0554.6"	3	0	0	0	0	0	0	0	0	0	0	0
"B0554.7a"	26	10	9	3	23	3	3	6	4	10	4	7
"B0563.1"	6	4	6	4	11	13	6	2	10	10	6	2
"B0563.2"	0	0	0	1	0	0	0	0	0	0	0	1
"B0563.4"	14	9	7	3	7	7	1	4	7	13	4	7
"B0563.6c"	0	0	0	0	1	0	0	0	0	0	0	0
"B0563.8"	9	2	2	0	3	3	0	1	6	5	7	2
"B0564.10c"	0	1	0	0	0	0	0	0	0	0	0	0
"B0564.1a"	93	80	57	44	39	37	46	36	86	64	56	42
"B0564.2a"	274	264	154	135	117	156	118	98	192	218	149	119
"B0564.4"	0	0	0	0	0	0	0	0	0	0	0	1
"B0564.5"	0	0	1	0	0	0	0	0	0	0	0	0
"B0564.7b"	368	182	127	104	122	107	79	59	161	108	105	93
"BE0003N10.1"	202	125	58	50	115	58	39	34	76	60	54	46
"BE0003N10.2"	305	159	98	79	98	77	58	67	130	125	79	66
"BE0003N10.3a"	2	0	0	0	0	0	1	0	0	0	0	0
"BE10.2"	7	5	2	0	6	4	1	3	5	3	1	1
"BE10.3"	22	11	3	6	3	5	3	1	11	15	9	3
"BE10.4"	12	3	0	2	2	1	1	0	2	1	1	1
"BE10.5.2"	0	0	0	0	0	1	0	0	0	0	0	0
"C01A2.1a"	82	49	35	27	59	34	29	25	37	53	38	22
"C01A2.2a"	28	35	16	10	13	25	17	21	31	41	24	13
"C01A2.3"	294	249	159	142	161	148	129	93	205	211	148	124
"C01A2.4"	65	52	23	20	35	19	13	10	39	28	19	19
"C01A2.5"	149	165	84	71	88	101	61	54	134	131	69	83
"C01A2.6"	651	412	201	171	284	234	148	92	158	184	102	67
"C01A2.7b"	24	18	6	8	29	11	7	4	13	14	5	5
"C01A2.9"	15	3	0	3	6	0	0	3	4	1	1	0
"C01B10.1"	40	16	11	15	39	19	6	6	13	18	5	5
"C01B10.3"	29	23	13	10	18	23	8	19	26	36	13	15
"C01B10.44"	0	0	2	0	0	0	0	0	0	0	0	0
"C01B10.5a"	1	0	0	0	0	0	0	0	0	1	1	1
"C01B10.7a"	0	0	0	0	0	1	0	0	0	0	0	0
"C01B10.9"	732	599	321	277	224	335	218	193	513	454	361	287
"C01B12.1"	1	0	1	1	0	0	1	0	1	0	0	0
"C01B12.2"	43	22	15	3	12	7	11	7	16	10	12	7
"C01B12.4"	2	0	1	2	0	1	0	1	0	1	0	1
"C01B12.6"	0	0	1	0	0	0	0	0	0	0	0	0
"C01B12.8"	66	28	13	8	36	11	8	10	19	29	15	7
"C01B12.9"	5	3	5	6	1	4	2	4	3	4	1	2
"C01B4.9e"	9	15	8	4	8	15	1	9	10	15	7	5
"C01B7.1d.1"	0	2	2	0	0	1	0	0	0	2	0	0
"C01B7.4"	3	0	0	0	1	1	0	0	1	0	0	1
"C01B7.5"	1	0	0	0	0	0	0	0	0	0	0	0
"C01B7.6"	260	82	77	59	103	78	53	28	86	65	51	34
"C01B9.1b"	37	5	7	5	13	7	6	5	5	8	2	2
"C01B9.3"	0	0	0	0	0	0	0	0	0	2	0	0
"C01B9.5"	13	14	4	0	8	5	4	4	9	9	6	4
"C01B9.7"	43	44	26	19	17	28	29	6	14	22	16	7
"C01C10.1"	11	5	7	2	14	3	3	2	9	12	10	2
"C01C10.2b"	4	9	1	1	6	2	0	2	3	5	5	3
"C01C10.3"	15	3	3	2	5	2	1	1	0	9	6	0
"C01C10.4"	4	2	1	0	1	0	2	0	0	3	1	0
"C01C4.3a"	0	0	0	0	0	0	0	1	1	0	0	0
"C01C7.1a"	3	3	2	1	0	1	1	0	2	4	1	3
"C01F1.1"	552	331	178	157	219	178	125	87	244	187	144	135
"C01F1.2"	409	243	144	106	189	120	119	64	199	161	122	90
"C01F1.3a"	0	0	2	1	0	1	0	0	0	0	0	0
"C01F1.4"	10	2	4	1	8	0	3	0	1	3	1	1
"C01F1.5"	9	2	1	2	1	3	1	0	3	4	0	3
"C01F1.6"	171	122	71	49	99	62	47	43	96	82	82	59
"C01F4.2b"	1	0	0	1	1	1	0	1	1	1	0	1
"C01F6.1"	185	126	55	49	111	68	41	42	102	86	65	61
"C01F6.14"	27740	26622	9856	9227	12175	13475	10841	10417	21765	25097	17208	13147
"C01F6.16"	0	1	0	0	0	0	0	0	0	1	1	2
"C01F6.2"	54	23	13	17	24	17	13	5	9	7	12	7
"C01F6.3"	129	87	66	53	87	61	38	30	61	60	45	39
"C01F6.4a"	6	5	0	0	4	1	4	1	1	1	4	1
"C01F6.4b"	1	0	0	0	0	0	0	0	0	0	0	0
"C01F6.5"	19	24	13	4	19	14	5	9	6	16	12	5
"C01F6.8a"	0	1	0	0	1	0	0	1	1	1	0	0
"C01F6.9a"	26	33	28	21	24	17	13	10	31	38	18	19
"C01G10.1"	5	11	5	5	6	10	2	1	0	1	1	1
"C01G10.10a"	0	0	1	0	0	0	0	0	0	0	0	0
"C01G10.12"	28	18	10	3	15	3	5	2	15	2	4	5
"C01G10.13"	0	1	0	0	0	0	0	0	0	0	0	0
"C01G10.19"	0	1	0	1	0	0	0	0	0	0	0	0
"C01G10.6"	6	0	1	1	1	3	1	0	0	2	0	1
"C01G10.7"	86	70	42	22	61	26	22	21	43	47	26	20
"C01G10.9"	34	17	9	9	22	15	3	7	7	17	5	4
"C01G12.1"	1361	750	494	464	1046	635	633	458	832	748	590	386
"C01G12.12"	23	16	6	2	14	14	6	6	5	9	10	4
"C01G12.13"	1	0	2	3	3	1	0	6	6	5	6	4
"C01G12.16"	2	0	0	0	0	0	0	0	0	0	0	1
"C01G12.3"	61	38	13	9	28	24	11	20	22	42	22	22
"C01G12.4"	974	858	393	386	672	459	341	399	809	1056	606	459
"C01G12.8"	4	9	8	1	2	0	2	3	3	5	4	1
"C01G12.9"	1	1	1	1	1	0	1	0	1	0	0	0
"C01G5.2a"	9	4	3	0	7	3	1	1	2	3	1	2
"C01G5.2c"	72	89	43	41	25	43	28	20	42	43	32	39
"C01G5.3"	0	0	1	0	0	0	0	0	0	0	0	0
"C01G5.5"	63	21	22	21	49	16	8	10	22	32	19	10
"C01G5.6"	487	409	234	192	199	242	152	169	325	369	238	160
"C01G5.7b"	0	0	0	0	1	0	0	0	0	1	0	0
"C01G5.8a"	612	594	359	382	431	391	274	392	596	861	547	392
"C01G5.9"	50	22	16	23	28	25	21	24	38	51	20	24
"C01G6.10"	18224	11824	7230	6375	15046	7096	5173	5568	9692	13529	7903	5641
"C01G6.1b.3"	2	2	0	0	0	0	0	0	2	1	1	1
"C01G6.2"	1	1	3	0	1	1	0	1	1	0	1	1
"C01G6.3"	89	83	41	34	39	30	37	25	61	35	48	24
"C01G6.4"	138	100	74	75	86	71	48	68	93	121	95	47
"C01G6.5"	516	211	137	138	242	108	67	76	150	124	111	97
"C01G6.6a.2"	235	139	70	69	76	73	56	28	78	43	48	32
"C01G6.7"	4	1	1	4	3	1	1	1	2	3	1	2
"C01G6.8c"	7	2	0	0	4	0	3	1	4	3	2	0
"C01G8.1a"	16	8	3	1	1	0	0	1	1	1	2	1
"C01G8.2"	81	69	38	33	62	48	47	42	71	109	71	51
"C01G8.3"	287	166	75	59	161	82	50	45	104	87	51	45
"C01G8.4"	97	64	30	21	43	26	18	9	48	40	26	27
"C01G8.5a"	11	13	4	6	3	4	2	1	3	8	9	7
"C01G8.6"	254	148	99	101	177	120	60	92	146	174	93	87
"C01G8.9c"	0	0	0	0	0	0	0	0	0	0	2	0
"C01G8.9e"	0	0	0	0	0	0	0	0	2	0	0	0
"C01H6.1"	0	0	1	0	0	0	0	1	0	0	1	0
"C01H6.2"	20	17	7	13	12	18	13	13	19	39	30	15
"C01H6.3"	0	1	0	0	0	0	0	0	0	1	0	0
"C01H6.4"	4	1	0	2	1	0	1	0	6	1	2	3
"C01H6.5f"	275	169	111	97	206	87	69	101	160	230	127	92
"C01H6.6.2"	86	49	44	40	46	40	30	35	67	72	51	28
"C01H6.7b.1"	6	8	2	1	3	0	1	2	6	2	3	2
"C01H6.8a"	0	0	0	0	0	0	0	0	0	1	0	0
"C01H6.9"	1306	778	382	273	551	367	249	231	613	403	352	309
"C02A12.1"	0	1	0	0	0	1	0	0	0	0	0	0
"C02A12.10"	2	0	0	0	2	1	2	0	0	0	0	0
"C02A12.4"	1	0	0	0	0	0	0	0	0	0	0	0
"C02A12.6"	0	0	0	0	1	0	0	0	0	0	0	0
"C02A12.9"	0	0	0	0	1	0	0	1	0	1	0	0
"C02B10.1.2"	783	417	270	211	568	274	177	170	327	357	218	190
"C02B10.2"	59	39	26	17	22	19	17	14	36	30	11	23
"C02B10.3"	0	0	0	1	0	1	0	0	0	0	0	0
"C02B10.4"	618	237	154	113	336	165	103	92	218	173	133	124
"C02B10.5b"	72	34	21	22	31	23	13	16	31	47	22	29
"C02B4.1"	3	1	1	1	0	1	0	1	0	0	0	0
"C02B4.2"	35	16	15	10	28	20	21	9	29	35	25	15
"C02B4.4"	0	1	0	0	0	0	0	0	0	1	0	0
"C02B8.1.2"	905	630	281	253	427	286	242	264	459	580	392	354
"C02B8.2"	160	74	47	26	71	50	25	26	59	60	36	27
"C02B8.4"	17	18	16	10	23	7	11	4	18	20	14	10
"C02B8.5"	0	0	0	0	0	1	0	0	1	0	0	0
"C02B8.6"	151	54	55	37	74	72	65	54	81	143	68	52
"C02B8.7"	0	0	1	0	0	0	0	0	0	0	0	0
"C02C2.1"	0	0	0	0	0	1	0	0	1	1	0	0
"C02C2.3"	0	0	0	0	0	0	0	0	0	1	0	0
"C02C2.4"	11	3	1	4	2	2	1	1	1	2	0	1
"C02C2.5"	15	3	1	2	5	2	3	3	3	4	3	4
"C02C6.13"	3	1	1	0	0	1	0	0	1	0	0	1
"C02C6.1b"	90	65	44	26	37	41	31	28	68	53	41	37
"C02C6.3a"	7	6	3	2	9	1	1	4	1	3	0	0
"C02D4.11"	0	0	0	1	0	0	0	0	0	1	0	0
"C02D4.5"	1	0	0	0	0	0	0	0	0	0	0	0
"C02D5.1"	0	0	0	1	0	1	0	0	0	0	0	0
"C02D5.3"	0	0	0	0	0	0	0	0	0	0	1	0
"C02D5.4"	42	31	32	20	24	28	19	12	24	25	25	18
"C02E11.1b"	141	115	77	62	82	80	52	74	180	108	73	73
"C02E7.1"	0	0	0	1	1	1	0	0	0	0	0	0
"C02E7.11"	1	0	0	0	0	0	0	0	0	0	0	0
"C02E7.13"	2	7	4	0	7	1	1	0	2	0	0	2
"C02F12.10a"	0	0	0	0	1	0	0	0	0	0	0	0
"C02F12.4"	52	56	14	12	31	20	16	20	26	22	25	28
"C02F12.7"	3	7	0	1	2	2	1	0	6	9	6	1
"C02F12.8"	113	83	44	35	62	34	22	13	70	62	36	25
"C02F4.1"	810	584	340	258	347	295	196	172	464	360	243	276
"C02F4.2c"	33	10	10	4	4	5	2	2	9	8	3	10
"C02F4.4"	0	0	1	0	0	0	0	0	0	0	0	1
"C02F5.1"	1479	1076	620	534	617	581	405	360	900	692	577	509
"C02F5.10"	369	675	279	176	331	156	5	20	29	45	30	12
"C02F5.12"	52	20	12	3	35	6	9	4	13	11	8	5
"C02F5.13"	89	38	23	25	58	35	13	14	24	19	18	13
"C02F5.2"	13	7	4	4	5	6	4	5	5	6	6	3
"C02F5.3"	78	47	27	18	51	17	15	8	30	30	17	26
"C02F5.4"	223	156	61	54	123	68	63	50	114	78	68	69
"C02F5.5"	7	2	1	1	4	0	0	0	2	0	0	0
"C02F5.6b"	396	212	113	103	157	119	116	98	203	206	148	121
"C02F5.8"	0	0	0	2	1	1	0	1	0	1	1	0
"C02F5.9"	180	145	96	61	54	65	67	52	131	80	71	75
"C02G6.1"	3	0	0	0	0	1	1	0	0	0	0	2
"C02G6.2"	1	0	0	0	0	0	0	0	0	0	0	0
"C02H6.1"	1	5	0	3	1	3	2	1	6	9	1	3
"C02H6.2"	1	2	0	1	2	0	0	1	0	0	0	2
"C02H7.1"	0	2	2	0	1	0	1	0	0	0	0	1
"C02H7.2"	0	1	0	1	0	0	0	0	0	0	0	1
"C02H7.3a"	0	1	0	0	3	0	0	0	1	1	1	0
"C03A3.2"	23	9	3	3	5	5	2	4	11	6	2	10
"C03A3.3"	1	0	0	0	0	0	0	0	0	0	0	0
"C03A7.1"	4910	3908	2472	2075	2537	2533	1651	1516	2800	3098	2174	1497
"C03A7.10"	9	3	6	2	0	1	0	2	0	1	2	0
"C03A7.11"	52	8	12	11	14	24	2	1	1	0	0	0
"C03A7.12"	20	5	5	8	3	3	3	1	0	0	0	0
"C03A7.13"	10	8	5	1	2	4	2	0	1	0	0	0
"C03A7.14"	75	28	32	23	25	33	6	0	2	0	0	0
"C03A7.2"	2519	1147	657	489	2204	660	439	371	753	825	583	447
"C03A7.5"	4	1	0	0	0	2	2	0	5	1	0	0
"C03B1.12"	9	16	6	10	6	7	8	6	18	10	9	7
"C03B1.13"	0	0	0	0	1	2	0	0	1	1	0	0
"C03B1.2"	0	0	0	2	1	1	2	0	2	1	4	2
"C03B1.3"	0	0	0	0	0	0	0	0	1	0	0	0
"C03B1.5"	0	0	0	0	0	1	0	0	0	1	0	0
"C03B1.6b"	1	1	0	0	0	0	0	0	0	0	0	0
"C03B1.7a"	16	13	3	1	12	9	1	2	12	5	3	4
"C03B8.2"	7	0	1	1	4	1	1	3	5	2	1	1
"C03B8.3"	26	18	14	16	16	13	4	11	13	20	20	19
"C03B8.4"	3669	2901	1760	1467	1754	1914	1324	1317	2742	2909	1975	1602
"C03B8.5"	2	0	0	0	0	0	0	0	0	0	0	0
"C03C10.1.1"	2	0	0	0	0	1	3	1	0	1	5	1
"C03C10.2"	2	0	1	0	1	2	0	1	1	0	0	0
"C03C10.3"	371	246	122	109	166	125	104	80	218	175	121	117
"C03C10.4"	65	52	22	21	24	25	22	23	42	39	32	17
"C03C10.5"	14	9	11	6	2	12	1	3	4	4	10	3
"C03C10.7"	4	1	0	0	8	0	0	2	0	1	0	0
"C03C10.9"	4	3	3	4	3	1	3	1	1	0	2	1
"C03C11.2"	23	2	4	3	6	5	1	1	2	0	0	0
"C03D6.1"	865	954	605	534	429	478	375	96	26	34	14	22
"C03D6.3a"	25	15	8	6	7	8	5	6	9	6	4	7
"C03D6.4"	983	674	415	288	486	403	261	249	617	536	393	321
"C03D6.5"	281	147	78	84	189	90	59	47	93	105	67	60
"C03D6.6"	192	107	94	46	95	82	49	52	81	100	63	50
"C03D6.8"	419	347	143	105	188	132	70	88	209	129	116	107
"C03D6.9"	0	2	1	0	0	1	0	0	0	0	0	1
"C03E10.1"	0	1	0	0	0	0	0	0	0	0	0	0
"C03E10.2"	5	0	0	0	2	0	0	0	0	0	1	0
"C03E10.3"	248	162	43	74	129	92	65	45	94	221	153	74
"C03E10.4"	132	128	57	69	61	104	63	69	109	137	79	75
"C03E10.8"	0	0	0	0	1	0	0	0	0	0	0	1
"C03E10.9"	0	2	0	0	3	0	1	0	1	3	1	0
"C03F11.1"	2	1	0	0	0	1	0	1	0	0	0	0
"C03F11.2"	0	0	0	0	0	0	1	0	1	0	0	0
"C03F11.3"	3	0	1	1	0	1	0	3	0	2	3	0
"C03G5.1"	33	19	16	9	25	23	19	9	21	11	10	7
"C03G6.10"	0	0	0	0	0	1	0	0	0	0	0	0
"C03G6.12"	132	156	100	87	63	124	101	111	160	226	102	86
"C03G6.15"	0	0	0	0	0	2	0	0	1	1	0	0
"C03G6.19"	3	4	2	1	3	4	0	1	1	1	0	1
"C03G6.5"	0	0	0	0	0	0	1	0	0	0	0	0
"C03H12.1e"	0	0	0	0	0	0	0	0	2	1	0	0
"C03H5.10"	8661	8435	4893	4327	5669	5586	3818	3924	7966	10237	6005	4283
"C03H5.2"	881	658	404	370	582	379	325	390	705	855	529	400
"C03H5.3a"	13	5	5	5	7	5	2	3	11	4	3	7
"C03H5.5"	158	135	82	67	80	107	45	42	89	90	65	53
"C03H5.6"	1	3	1	0	1	2	2	0	1	0	0	0
"C03H5.7b"	2	1	0	1	0	1	1	0	0	0	0	0
"C03H5.9"	0	1	0	0	0	0	0	0	0	2	0	0
"C04A11.1"	3	1	1	0	0	2	0	0	2	0	0	1
"C04A11.2"	14	4	4	3	1	6	1	1	5	6	4	0
"C04A11.3"	148	124	47	48	66	60	33	39	108	89	70	60
"C04A11.4"	50	44	30	24	20	19	22	15	29	21	15	18
"C04A2.1.1"	31	26	17	6	15	18	24	11	11	9	7	9
"C04A2.15"	11	7	7	2	8	1	0	0	1	0	2	3
"C04A2.7c.1"	11	2	1	0	1	2	1	0	1	0	1	0
"C04B4.2"	177	144	103	62	75	88	68	53	135	119	89	65
"C04B4.3"	0	0	0	0	0	1	0	0	0	0	0	0
"C04B4.5"	0	0	0	0	0	1	0	0	0	0	0	0
"C04C11.2.2"	20	26	10	9	5	9	10	6	7	4	10	3
"C04C11.21"	0	0	0	0	0	0	0	0	0	0	1	0
"C04C3.1"	0	0	0	0	1	0	0	0	0	0	0	0
"C04C3.14"	0	0	0	0	0	0	1	0	0	2	0	0
"C04C3.15"	6	1	0	0	2	0	0	0	0	1	0	0
"C04C3.2"	2	0	2	0	1	1	0	0	1	0	0	1
"C04C3.3"	171	122	62	53	61	75	38	40	67	66	72	41
"C04C3.5b"	3	1	0	0	2	0	0	0	1	0	0	0
"C04D8.1g"	376	167	108	63	181	73	72	52	130	93	94	64
"C04E12.11"	44	27	14	17	26	20	20	23	46	56	23	11
"C04E12.12"	1	0	0	0	0	2	0	1	0	1	4	1
"C04E12.4"	0	0	0	0	0	0	0	0	1	0	0	0
"C04E12.6"	0	1	1	0	0	0	0	0	0	1	0	0
"C04E12.7"	14	9	2	3	6	4	2	1	1	4	2	2
"C04E12.8"	0	0	0	0	0	0	0	0	0	0	0	1
"C04E6.11"	428	251	125	87	193	129	69	61	131	162	107	74
"C04E6.12"	2	0	0	0	2	0	0	0	0	0	0	0
"C04E6.4"	0	0	0	0	0	1	0	0	0	0	1	0
"C04E6.5"	2	0	2	0	2	0	0	1	1	0	0	0
"C04E6.6"	1	0	0	0	0	0	0	0	0	0	0	0
"C04E6.7"	1	3	0	2	4	0	0	1	1	1	2	0
"C04E7.1"	0	1	1	1	1	0	0	0	0	0	0	0
"C04E7.2"	91	81	43	39	36	45	39	19	54	44	36	20
"C04E7.3"	842	426	205	207	659	237	167	263	360	535	333	257
"C04E7.4"	189	102	60	54	129	74	65	70	118	146	70	56
"C04E7.5"	1	0	0	0	0	0	1	0	0	0	0	0
"C04F1.3"	77	30	21	20	55	22	6	8	5	9	2	6
"C04F12.1"	100	61	37	39	49	42	23	11	26	28	22	16
"C04F12.10.2"	46	22	14	11	24	16	8	5	18	18	17	12
"C04F12.16"	5	0	0	0	3	0	1	0	1	3	0	0
"C04F12.2"	17	7	1	0	7	2	3	0	12	10	4	2
"C04F12.3"	98	9	19	10	12	17	5	2	3	5	1	0
"C04F12.4.2"	40	22	15	11	28	6	11	7	28	27	9	12
"C04F12.5"	15	20	14	63	59	32	3	9	15	24	9	8
"C04F12.7"	1	0	0	0	0	1	0	0	1	0	0	0
"C04F12.8"	11	2	3	1	6	1	3	1	1	2	6	4
"C04F12.9"	19264	15302	9002	7445	13317	9743	6352	6622	11841	15543	9611	6987
"C04F2.5"	0	1	0	0	0	0	0	0	0	0	0	0
"C04F5.1"	3041	2155	1157	1066	2333	1409	909	1021	1924	2369	1436	1160
"C04F5.6"	3	4	1	4	1	4	4	3	5	5	1	4
"C04F5.7"	1	1	0	0	0	1	0	0	0	0	0	0
"C04F5.8"	101	68	41	26	63	40	22	19	37	20	26	14
"C04F5.9"	533	275	180	175	245	202	128	126	205	233	195	157
"C04F6.1"	18	7	4	5	9	12	4	1	9	8	5	2
"C04F6.3"	3	2	1	0	1	3	0	0	1	0	1	0
"C04F6.5"	6	4	4	3	6	4	4	2	4	4	3	4
"C04F6.7"	0	1	0	0	0	0	0	0	0	0	0	0
"C04G2.11"	1	0	1	0	0	0	1	0	0	1	1	2
"C04G2.12"	2	0	0	0	0	1	0	0	0	0	0	0
"C04G2.14"	29	6	5	5	11	9	2	1	3	2	1	2
"C04G2.1a"	9	4	2	0	1	1	4	1	3	5	1	1
"C04G2.2"	6	2	2	3	3	1	1	2	1	1	0	0
"C04G2.3"	2	3	2	0	6	2	1	0	0	0	0	0
"C04G2.4"	3	0	0	0	1	1	0	1	0	2	1	0
"C04G2.5"	3	0	0	0	0	0	0	0	0	0	0	1
"C04G2.6"	620	590	386	278	284	354	224	286	532	568	400	332
"C04G2.7"	28	11	5	4	12	14	5	9	14	16	13	5
"C04G2.8.2"	8	5	3	2	3	3	0	0	4	1	0	0
"C04G2.9"	6	0	0	0	0	0	0	0	0	0	0	0
"C04G6.10"	48	5	7	2	9	8	5	2	0	1	0	1
"C04G6.12"	3	1	3	0	3	2	1	0	2	2	0	0
"C04G6.1c.1"	2	3	0	0	0	6	3	0	1	1	0	1
"C04G6.2"	9	8	4	3	11	9	3	0	4	3	1	1
"C04G6.3"	1582	1254	733	613	768	753	571	678	1290	1543	937	692
"C04G6.4"	583	431	314	239	274	279	219	199	419	582	353	258
"C04G6.6"	1872	1224	766	669	1131	927	614	642	1543	2055	1184	988
"C04G6.7"	3	3	7	3	7	2	1	4	8	4	1	1
"C04H5.1"	57	48	32	46	55	47	16	36	61	100	53	27
"C04H5.3"	5	7	0	1	1	1	0	1	2	1	1	1
"C04H5.6a"	1319	1105	748	551	650	677	449	466	1032	1028	693	557
"C05A2.1"	3	2	0	2	1	1	1	0	1	0	2	1
"C05A9.1a"	0	0	0	0	0	0	0	0	0	0	0	1
"C05A9.2"	0	1	0	0	1	0	0	0	0	0	0	0
"C05B10.1b"	28	21	10	10	9	12	11	9	20	13	10	9
"C05B5.11"	0	1	0	0	0	0	0	0	0	1	0	0
"C05B5.12"	0	0	0	0	0	0	1	0	0	0	0	0
"C05B5.2"	7	0	0	0	1	0	0	0	0	0	0	0
"C05B5.4"	58	23	13	15	32	30	11	12	30	29	18	13
"C05B5.6"	0	0	0	0	0	1	0	0	2	1	0	0
"C05B5.7b"	5	1	0	1	1	1	1	2	1	1	0	1
"C05B5.8"	3	3	2	2	0	0	4	1	4	2	3	2
"C05C10.1"	12	10	8	8	8	12	6	2	9	8	7	4
"C05C10.3"	80	80	44	50	54	49	33	34	62	58	46	38
"C05C10.4.3"	91	66	14	18	42	20	23	13	45	50	20	21
"C05C10.5c.3"	2	0	0	0	1	0	0	0	0	0	0	0
"C05C10.6b"	403	265	158	106	201	151	84	80	174	90	89	118
"C05C10.7"	570	298	152	103	257	154	94	102	202	212	165	124
"C05C10.8"	0	0	0	0	0	0	0	0	1	0	0	0
"C05C12.1"	2	2	0	2	0	2	0	0	0	0	0	0
"C05C12.3"	5	2	3	1	4	6	2	3	5	9	2	5
"C05C12.4"	0	0	0	0	1	0	0	0	0	0	0	0
"C05C12.5"	0	0	0	1	0	0	0	0	1	1	0	0
"C05C12.6"	5	9	3	3	1	4	2	4	7	1	5	3
"C05C12.9"	0	0	0	0	0	0	0	0	0	0	1	0
"C05C8.1a"	1	0	0	0	2	0	0	0	0	0	0	0
"C05C8.2"	559	469	391	319	242	382	212	202	468	361	333	261
"C05C8.3"	3	0	0	1	0	0	0	0	0	0	0	0
"C05C8.4"	1784	1631	890	671	762	865	580	534	1303	1136	839	730
"C05C8.5"	289	176	122	89	156	103	63	79	215	172	124	87
"C05C8.6"	1004	411	230	180	494	251	161	143	335	396	218	191
"C05C8.9b.1"	926	695	359	322	420	374	284	293	562	657	477	317
"C05C9.3"	0	0	0	0	2	0	0	0	0	0	0	0
"C05D10.2a"	0	0	0	0	0	0	0	0	1	0	1	1
"C05D10.3"	0	0	0	0	0	0	0	0	1	0	0	1
"C05D10.4c"	0	0	0	2	0	0	0	0	0	1	0	1
"C05D11.1"	326	189	86	75	121	82	42	44	108	114	54	52
"C05D11.10"	106	70	34	27	47	37	20	24	42	36	34	13
"C05D11.11b.3"	1	0	0	0	0	0	0	0	0	0	0	0
"C05D11.12.2"	174	89	48	49	66	35	29	33	70	54	46	41
"C05D11.13"	69	41	22	49	50	31	13	19	32	44	24	21
"C05D11.2"	489	318	204	164	245	165	137	116	284	197	171	177
"C05D11.3"	123	77	53	42	77	59	30	33	79	78	42	48
"C05D11.4"	24	11	12	12	3	5	15	8	12	16	9	4
"C05D11.5"	0	0	0	0	1	0	0	0	1	1	0	0
"C05D11.6c"	11	5	2	1	0	0	0	0	2	8	3	5
"C05D11.7b.2"	4	0	5	3	1	1	2	2	0	2	1	1
"C05D11.8"	319	235	157	126	184	156	111	98	211	237	177	133
"C05D11.9"	307	212	110	79	128	87	78	65	137	102	113	70
"C05D12.2"	0	1	0	0	1	0	0	0	0	0	0	0
"C05D12.3b"	0	0	0	0	0	0	0	0	1	0	0	0
"C05D12.4"	3	0	1	1	0	0	1	0	0	4	2	0
"C05D12.5"	4	1	2	1	0	1	0	0	2	3	1	1
"C05D12.7"	33	17	13	10	35	11	17	14	22	34	20	22
"C05D2.10b"	206	178	92	71	79	84	41	45	126	96	60	51
"C05D2.11"	7	6	2	1	1	1	2	1	4	9	1	3
"C05D2.17"	0	0	0	0	1	0	0	0	0	0	0	0
"C05D2.3"	0	0	0	1	0	1	0	0	0	0	0	0
"C05D2.4b"	1	0	0	1	0	0	0	0	0	0	0	0
